customer_id,customer_name,city,customer_type
581,Sutan Hendri Salahudin,Malang,Individual
582,Almira Puspita,Bogor,Individual
583,R. Sari Wastuti,Depok,Individual
584,Puti Lailasari,Semarang,Individual
585,Gangsar Yuniar,Padang,Individual
586,"Harjaya Novitasari, S.Psi",Bekasi,Individual
587,"Lidya Wasita, S.E.I",Pekanbaru,Business
588,Keisha Nashiruddin,Yogyakarta,Individual
589,"Dr. Jasmani Permadi, S.H.",Jambi,Individual
590,Zamira Megantara,Bandung,Individual
591,"drg. Vinsen Hakim, M.Pd",Batam,Individual
592,Lidya Puspita,Batam,Individual
593,R.M. Harsanto Prasasta,Pekanbaru,Individual
594,Farhunnisa Sitompul,Padang,Business
595,"Bahuwirya Hartati, S.I.Kom",Malang,Individual
596,Kawaca Nainggolan,Semarang,Individual
597,Embuh Waluyo,Solo,Individual
598,"Lukita Suartini, S.Gz",Cirebon,Individual
599,"Puti Fitriani Rahmawati, M.Pd",Sidoarjo,Individual
600,Jatmiko Pranowo,Cirebon,Individual
601,"dr. Ilsa Budiman, S.Kom",Lampung,Business
602,Yono Lazuardi,Padang,Individual
603,"Usyi Kuswandari, S.H.",Malang,Individual
604,"Rahmi Putra, S.Sos",Solo,Individual
605,Kusuma Sinaga,Lampung,Individual
606,"T. Harjasa Hastuti, M.Pd",Pekanbaru,Business
607,"Gatot Samosir, S.T.",Bekasi,Individual
608,Oliva Mandasari,Solo,Individual
609,Cinthia Halimah,Jambi,Individual
610,"Tgk. Vinsen Putra, S.I.Kom",Sidoarjo,Individual
611,Laras Gunawan,Medan,Individual
612,R.A. Ulya Maulana,Padang,Individual
613,Elon Puspasari,Padang,Business
614,Ir. Tantri Agustina,Batam,Individual
615,Eva Napitupulu,Pekanbaru,Individual
616,Ghaliyati Wibowo,Yogyakarta,Business
617,R.A. Najwa Pudjiastuti,Yogyakarta,Individual
618,"Warsa Sirait, S.T.",Bengkulu,Individual
619,"drg. Nyoman Yuniar, M.Kom.",Yogyakarta,Business
620,Ella Thamrin,Semarang,Individual
621,Cahyono Palastri,Bekasi,Individual
622,Fitria Namaga,Jakarta,Business
623,"Yusuf Halim, M.TI.",Semarang,Business
624,Salman Hutagalung,Pekanbaru,Individual
625,"Hj. Alika Ardianto, S.Farm",Jambi,Individual
626,Saiful Usamah,Semarang,Individual
627,Bagas Maryadi,Palembang,Individual
628,Darimin Mayasari,Bekasi,Individual
629,Kasiyah Halim,Pekanbaru,Individual
630,Hj. Salwa Susanti,Solo,Individual
631,Sakura Laksita,Depok,Business
632,Adiarja Nasyidah,Malang,Individual
633,dr. Adinata Budiyanto,Padang,Business
634,H. Endra Nasyiah,Medan,Individual
635,Anita Mardhiyah,Medan,Individual
636,"Hj. Mala Nugroho, S.IP",Semarang,Individual
637,Karna Maryadi,Bekasi,Individual
638,Dadi Safitri,Lampung,Individual
639,T. Rahman Thamrin,Medan,Business
640,Wulan Widodo,Lampung,Business
641,Hardi Waskita,Bengkulu,Individual
642,Padmi Prasasta,Palembang,Business
643,"Genta Salahudin, S.Pt",Pekanbaru,Business
644,"Sidiq Yulianti, S.Gz",Bengkulu,Individual
645,Halim Wibowo,Surabaya,Business
646,Puspa Kusmawati,Yogyakarta,Individual
647,Makuta Anggriawan,Batam,Individual
648,"Ella Hutasoit, M.Kom.",Bengkulu,Individual
649,"drg. Septi Sitompul, M.Farm",Tangerang,Individual
650,"Puti Paris Gunarto, S.H.",Bengkulu,Individual
651,Umay Purnawati,Depok,Individual
652,Humaira Gunawan,Jakarta,Individual
653,Mahdi Setiawan,Bandung,Individual
654,Drs. Maryadi Firmansyah,Medan,Individual
655,Wisnu Sihotang,Cirebon,Individual
656,Yono Pranowo,Malang,Individual
657,R. Umi Widodo,Bandung,Individual
658,Eja Marpaung,Bengkulu,Individual
659,R.A. Qori Wibisono,Solo,Individual
660,"Usman Namaga, S.Psi",Depok,Individual
661,Usyi Mandala,Solo,Individual
662,"H. Nyoman Hutapea, M.TI.",Bekasi,Individual
663,"Jelita Habibi, S.IP",Lampung,Individual
664,Gina Hutagalung,Depok,Business
665,Rahmi Susanti,Batam,Business
666,drg. Vicky Simbolon,Bekasi,Business
667,Mahesa Saputra,Semarang,Business
668,"drg. Joko Pradana, S.I.Kom",Lampung,Individual
669,dr. Ian Nashiruddin,Bengkulu,Individual
670,"Lanang Wijayanti, S.Sos",Jambi,Business
671,Prasetyo Safitri,Tangerang,Individual
672,Wirda Prayoga,Cirebon,Individual
673,"Belinda Hutasoit, S.T.",Surabaya,Business
674,Harjasa Usada,Jakarta,Individual
675,Okta Wibisono,Surabaya,Individual
676,Karen Kurniawan,Jambi,Individual
677,Adhiarja Samosir,Sidoarjo,Individual
678,Karen Saputra,Yogyakarta,Business
679,Cahyadi Irawan,Palembang,Individual
680,Irfan Hassanah,Tangerang,Individual
681,Dr. Kambali Wasita,Bengkulu,Individual
682,Akarsana Irawan,Tangerang,Individual
683,Puspa Iswahyudi,Solo,Business
684,Ir. Violet Simbolon,Sidoarjo,Individual
685,"drg. Amalia Siregar, S.Farm",Jambi,Individual
686,Victoria Hutasoit,Bandung,Individual
687,"Putri Prasasta, M.Farm",Surabaya,Individual
688,R.M. Mahdi Wibowo,Sidoarjo,Individual
689,Cahyono Santoso,Malang,Individual
690,Hasna Lailasari,Jakarta,Individual
691,Atma Marbun,Bogor,Business
692,Ika Andriani,Solo,Individual
693,Novi Hutagalung,Semarang,Business
694,Hafshah Prayoga,Pekanbaru,Individual
695,"Sari Lailasari, M.Ak",Tangerang,Business
696,R.A. Michelle Kurniawan,Pekanbaru,Individual
697,Gadang Ardianto,Jakarta,Individual
698,Juli Safitri,Bengkulu,Individual
699,Wani Sitompul,Padang,Individual
700,Juli Astuti,Malang,Business
701,"Hj. Rina Mansur, S.Pd",Yogyakarta,Individual
702,Rahmi Pangestu,Jakarta,Individual
703,Iriana Nugroho,Jambi,Business
704,Jamalia Siregar,Yogyakarta,Business
705,"Talia Usada, M.Kom.",Tangerang,Business
706,R.A. Jane Waluyo,Sidoarjo,Individual
707,Yuliana Wijaya,Palembang,Business
708,Calista Pratiwi,Bandung,Business
709,Lega Palastri,Palembang,Individual
710,Mahmud Pudjiastuti,Bandung,Business
711,Wawan Hariyah,Palembang,Individual
712,"Fathonah Farida, S.Pd",Solo,Business
713,"Puti Yuliana Wasita, M.Kom.",Jakarta,Individual
714,Mahesa Sihombing,Jambi,Business
715,Dono Wahyuni,Batam,Individual
716,Nasrullah Anggraini,Medan,Individual
717,"dr. Bagya Hassanah, M.Ak",Solo,Individual
718,Restu Wacana,Cirebon,Business
719,Dr. Virman Andriani,Medan,Business
720,Dt. Paiman Tarihoran,Surabaya,Individual
721,"Yessi Nasyiah, M.Ak",Solo,Individual
722,"Vinsen Hutasoit, S.IP",Surabaya,Individual
723,"Sutan Maryadi Widiastuti, S.I.Kom",Lampung,Individual
724,Marsudi Suryatmi,Tangerang,Individual
725,Kardi Yuliarti,Jakarta,Business
726,"Marsudi Wacana, S.Psi",Surabaya,Individual
727,"dr. Balamantri Anggriawan, S.IP",Lampung,Individual
728,Gawati Melani,Bengkulu,Individual
729,"Padma Puspita, M.Farm",Bengkulu,Individual
730,"Ratih Prasetya, M.M.",Jambi,Business
731,Kania Hariyah,Palembang,Individual
732,"Ir. Lanjar Mardhiyah, S.E.I",Tangerang,Business
733,Aisyah Laksmiwati,Padang,Business
734,Ega Agustina,Batam,Business
735,Bambang Megantara,Bandung,Individual
736,Ira Siregar,Malang,Individual
737,Violet Putra,Bengkulu,Individual
738,drg. Gantar Kusmawati,Surabaya,Individual
739,Ismail Hartati,Pekanbaru,Individual
740,Betania Salahudin,Cirebon,Individual
741,Rusman Latupono,Pekanbaru,Business
742,Samsul Siregar,Solo,Business
743,"Balangga Wastuti, S.E.",Pekanbaru,Business
744,"Hesti Maryati, S.E.",Depok,Individual
745,R.M. Gamblang Purwanti,Jambi,Business
746,Malika Pradipta,Pekanbaru,Business
747,"dr. Lasmono Nashiruddin, S.E.",Batam,Business
748,"Maryadi Astuti, S.Sos",Pekanbaru,Individual
749,Okto Susanti,Bengkulu,Individual
750,Ihsan Rahayu,Bogor,Individual
751,Kayla Ardianto,Tangerang,Individual
752,"Gabriella Putra, S.T.",Jambi,Individual
753,"H. Rusman Haryanto, M.Farm",Medan,Individual
754,Raharja Nasyiah,Tangerang,Individual
755,Ghani Simbolon,Tangerang,Individual
756,Jagapati Latupono,Semarang,Business
757,Salsabila Lestari,Bandung,Individual
758,Ir. Galar Riyanti,Pekanbaru,Individual
759,Rahmi Wijaya,Solo,Individual
760,Puti Kamaria Thamrin,Cirebon,Individual
761,"Dr. Raina Natsir, S.Pd",Palembang,Individual
762,Ir. Chelsea Wulandari,Pekanbaru,Business
763,Galar Lazuardi,Bengkulu,Individual
764,Gaduh Latupono,Jambi,Individual
765,Hardi Megantara,Palembang,Individual
766,dr. Hari Riyanti,Tangerang,Business
767,Kamal Winarno,Semarang,Business
768,Fitria Laksita,Bandung,Business
769,"Kawaya Yuliarti, S.E.",Jakarta,Individual
770,R.M. Jindra Suwarno,Lampung,Individual
771,Cengkir Sihotang,Palembang,Individual
772,"Dr. Raina Habibi, S.I.Kom",Lampung,Individual
773,Jayeng Mansur,Jambi,Individual
774,Rahman Winarno,Bogor,Business
775,Dr. Martani Lailasari,Malang,Individual
776,Silvia Lestari,Batam,Individual
777,Titin Handayani,Bekasi,Individual
778,Eli Hutasoit,Semarang,Individual
779,Cut Wulan Prasetya,Padang,Business
780,Ami Saefullah,Palembang,Business
781,Kawaya Suwarno,Bandung,Individual
782,Purwadi Haryanti,Tangerang,Individual
783,Dr. Pia Melani,Malang,Individual
784,Kemal Latupono,Sidoarjo,Individual
785,Vicky Palastri,Palembang,Individual
786,"dr. Puput Gunarto, M.M.",Bogor,Individual
787,Sutan Irwan Jailani,Depok,Business
788,"Yance Yolanda, S.H.",Padang,Individual
789,Ami Hartati,Bogor,Individual
790,Kamaria Irawan,Solo,Individual
791,Zelaya Lazuardi,Cirebon,Individual
792,"KH. Dasa Pranowo, M.Farm",Malang,Business
793,"Kamaria Suryatmi, S.Farm",Cirebon,Individual
794,Latif Mandala,Medan,Business
795,"Sutan Rahmat Putra, S.Gz",Jakarta,Individual
796,dr. Patricia Setiawan,Bengkulu,Individual
797,Drs. Ella Sinaga,Depok,Individual
798,"Icha Siregar, M.Farm",Tangerang,Individual
799,Zamira Mulyani,Yogyakarta,Individual
800,"Rahman Kuswoyo, S.E.I",Cirebon,Individual
801,"KH. Hendra Halim, S.T.",Batam,Business
802,"Hj. Dian Mustofa, S.H.",Tangerang,Individual
803,Narji Sinaga,Medan,Individual
804,"R.A. Vanya Wastuti, S.Sos",Medan,Individual
805,Dinda Permata,Pekanbaru,Individual
806,"Embuh Utami, S.Farm",Bogor,Individual
807,Mila Hutagalung,Palembang,Business
808,"Putu Iswahyudi, S.Sos",Bengkulu,Individual
809,H. Estiawan Uwais,Solo,Individual
810,Nova Simbolon,Bekasi,Business
811,Cut Vicky Iswahyudi,Yogyakarta,Individual
812,"Michelle Usada, S.I.Kom",Pekanbaru,Individual
813,"Puti Wulan Nasyidah, S.Sos",Padang,Business
814,Ikhsan Prabowo,Cirebon,Individual
815,Hasna Sinaga,Sidoarjo,Individual
816,"Tgk. Jessica Pudjiastuti, M.Farm",Semarang,Individual
817,Karya Laksita,Semarang,Individual
818,"Tgk. Tugiman Zulaika, S.Gz",Batam,Individual
819,Baktiadi Utami,Bogor,Business
820,"drg. Agus Maheswara, S.E.",Jakarta,Individual
821,Mutia Adriansyah,Batam,Individual
822,Farah Mustofa,Bekasi,Individual
823,"Gada Manullang, S.T.",Tangerang,Individual
824,Marwata Tarihoran,Batam,Individual
825,Chelsea Wahyudin,Depok,Individual
826,"Unggul Yulianti, S.E.",Batam,Business
827,Harto Utami,Bekasi,Business
828,Tari Pradipta,Jambi,Individual
829,Safina Iswahyudi,Bengkulu,Business
830,"Cinta Adriansyah, S.Kom",Malang,Business
831,Citra Mustofa,Bogor,Business
832,R.A. Padma Zulaika,Tangerang,Individual
833,Ajeng Anggriawan,Surabaya,Individual
834,"Jasmin Lazuardi, S.Farm",Padang,Individual
835,"Diah Kuswandari, S.Pt",Yogyakarta,Individual
836,Harjo Irawan,Cirebon,Individual
837,"Yani Jailani, S.IP",Malang,Business
838,Kartika Salahudin,Medan,Individual
839,Harjaya Mansur,Surabaya,Individual
840,"Murti Megantara, S.Pt",Tangerang,Individual
841,Drs. Adika Suryatmi,Palembang,Business
842,"Catur Farida, S.I.Kom",Surabaya,Individual
843,"Gabriella Utami, S.E.I",Palembang,Business
844,Raisa Handayani,Bogor,Business
845,"R.A. Clara Januar, S.E.I",Semarang,Individual
846,"R. Lanjar Winarno, S.I.Kom",Bekasi,Individual
847,Iriana Mandala,Yogyakarta,Individual
848,Enteng Yuliarti,Yogyakarta,Business
849,Drajat Puspasari,Jakarta,Business
850,Ir. Tantri Sudiati,Batam,Individual
851,Victoria Dongoran,Sidoarjo,Individual
852,"Hj. Ilsa Putra, M.TI.",Medan,Individual
853,Drs. Fitriani Wijaya,Medan,Individual
854,Septi Habibi,Malang,Business
855,"KH. Xanana Permadi, M.Kom.",Bogor,Individual
856,Carla Permadi,Jambi,Individual
857,Suci Riyanti,Malang,Individual
858,Karsana Budiman,Semarang,Individual
859,Jamalia Mustofa,Sidoarjo,Individual
860,Zelda Purnawati,Surabaya,Business
861,Karimah Palastri,Semarang,Individual
862,"Cawuk Halimah, S.Pt",Pekanbaru,Individual
863,Langgeng Hidayat,Depok,Individual
864,Eluh Pratama,Malang,Business
865,Virman Halim,Lampung,Individual
866,"dr. Jono Suwarno, M.TI.",Depok,Business
867,"dr. Indra Wacana, S.Pt",Yogyakarta,Business
868,"Kawaca Nasyiah, M.Ak",Yogyakarta,Individual
869,Estiawan Hutasoit,Malang,Individual
870,Cindy Melani,Tangerang,Business
871,Respati Mangunsong,Padang,Individual
872,Tgk. Hartaka Rahmawati,Jambi,Individual
873,"Prabowo Yulianti, S.Pt",Solo,Business
874,Tami Fujiati,Yogyakarta,Individual
875,"Zulfa Permadi, S.Gz",Cirebon,Individual
876,Bakianto Fujiati,Padang,Business
877,Jaeman Suryatmi,Batam,Individual
878,Cut Ira Widiastuti,Bandung,Individual
879,"Sakura Natsir, S.IP",Batam,Individual
880,Nugraha Mandala,Bengkulu,Individual
881,"Ajeng Marpaung, M.Kom.",Palembang,Individual
882,Putri Maryati,Medan,Individual
883,"H. Eka Marbun, S.I.Kom",Batam,Individual
884,Pangestu Santoso,Surabaya,Individual
885,"Devi Dabukke, S.Psi",Bandung,Individual
886,"dr. Empluk Novitasari, S.Pt",Batam,Business
887,Tania Permata,Surabaya,Business
888,"Bahuwarna Mandasari, M.M.",Bogor,Individual
889,Tgk. Asman Mandasari,Batam,Individual
890,"Ir. Eli Uwais, S.E.",Bengkulu,Individual
891,Vera Jailani,Yogyakarta,Individual
892,Hj. Tari Latupono,Semarang,Business
893,Opung Melani,Bengkulu,Individual
894,Artawan Budiman,Padang,Individual
895,Arsipatra Halimah,Bengkulu,Business
896,Kiandra Maryadi,Bekasi,Individual
897,Wadi Firgantoro,Cirebon,Individual
898,KH. Vino Yolanda,Tangerang,Business
899,Genta Sinaga,Palembang,Business
900,Hamzah Simanjuntak,Batam,Individual
901,Yunita Hutagalung,Solo,Individual
902,dr. Devi Mardhiyah,Jambi,Business
903,"Umay Habibi, S.E.",Semarang,Individual
904,Rangga Maryati,Jakarta,Individual
905,Xanana Wacana,Lampung,Individual
906,Tomi Hastuti,Batam,Individual
907,"Tgk. Vicky Saragih, S.Psi",Batam,Business
908,Kadir Hasanah,Sidoarjo,Individual
909,Gading Pangestu,Lampung,Business
910,Padmi Sihombing,Semarang,Business
911,"Sarah Prasasta, M.M.",Surabaya,Individual
912,Rika Lailasari,Tangerang,Individual
913,"KH. Daliman Palastri, S.H.",Padang,Individual
914,Adiarja Wasita,Cirebon,Individual
915,Daruna Namaga,Bogor,Individual
916,Siska Anggriawan,Malang,Individual
917,Ade Wahyuni,Yogyakarta,Individual
918,Zizi Samosir,Pekanbaru,Individual
919,Danang Nuraini,Solo,Business
920,Hari Lestari,Medan,Business
921,Caket Setiawan,Depok,Individual
922,Artawan Pradipta,Bengkulu,Individual
923,"Drs. Laras Wahyudin, M.M.",Bandung,Individual
924,"Chelsea Prastuti, S.IP",Surabaya,Individual
925,R.M. Makuta Wijaya,Lampung,Business
926,Lega Purnawati,Sidoarjo,Individual
927,Ibrahim Wijayanti,Cirebon,Individual
928,Dasa Siregar,Bekasi,Individual
929,Zizi Sihotang,Semarang,Business
930,"dr. Naradi Simbolon, S.Psi",Jakarta,Individual
931,Humaira Pradipta,Padang,Business
932,Warsa Pangestu,Yogyakarta,Business
933,Purwadi Padmasari,Tangerang,Business
934,Chandra Kurniawan,Semarang,Business
935,Ihsan Hastuti,Bogor,Individual
936,Laila Lazuardi,Bandung,Individual
937,Tgk. Yoga Pranowo,Semarang,Individual
938,Ina Hariyah,Malang,Individual
939,Zulaikha Lazuardi,Bogor,Individual
940,Candrakanta Sihombing,Padang,Business
941,"Ir. Azalea Pratama, S.Psi",Bandung,Individual
942,Bakijan Prayoga,Batam,Individual
943,Lala Mulyani,Solo,Individual
944,Murti Salahudin,Cirebon,Individual
945,Yuliana Natsir,Depok,Individual
946,Wawan Waskita,Malang,Individual
947,"Dr. Puti Pudjiastuti, S.H.",Bandung,Business
948,Jail Jailani,Lampung,Individual
949,"KH. Cahyono Maheswara, S.Ked",Bandung,Individual
950,Radika Prasetya,Bogor,Individual
951,Dalimin Wacana,Bekasi,Individual
952,Silvia Usamah,Jakarta,Individual
953,"Bakiadi Padmasari, M.Farm",Bengkulu,Individual
954,Yulia Hutagalung,Batam,Individual
955,Atmaja Napitupulu,Cirebon,Business
956,"Ibun Mahendra, S.Pt",Depok,Individual
957,"dr. Dewi Gunarto, M.M.",Bogor,Individual
958,Cawisadi Pertiwi,Jambi,Individual
959,Yuni Widodo,Pekanbaru,Individual
960,Ana Wibowo,Pekanbaru,Business
961,"Irsad Natsir, S.I.Kom",Lampung,Individual
962,Upik Nashiruddin,Semarang,Individual
963,Indah Hassanah,Bogor,Individual
964,Anom Susanti,Pekanbaru,Business
965,Ir. Hesti Yuliarti,Bandung,Business
966,Najwa Zulkarnain,Tangerang,Business
967,drg. Aswani Irawan,Lampung,Individual
968,Kiandra Mandala,Cirebon,Individual
969,Farah Yuniar,Sidoarjo,Individual
970,"Dr. Drajat Usamah, M.Pd",Malang,Business
971,"Dt. Harjaya Tamba, M.Kom.",Sidoarjo,Individual
972,KH. Jayeng Situmorang,Malang,Individual
973,Drs. Janet Wibisono,Medan,Business
974,Elvina Dongoran,Medan,Individual
975,Rina Prasetya,Bandung,Individual
976,Umar Setiawan,Semarang,Business
977,Rusman Halimah,Batam,Individual
978,Tgk. Pranata Padmasari,Cirebon,Individual
979,Capa Januar,Palembang,Individual
980,Maryadi Permadi,Cirebon,Individual
981,Patricia Hakim,Jakarta,Business
982,"Sutan Kamal Wibisono, S.I.Kom",Depok,Individual
983,"R. Elma Prakasa, M.Farm",Bengkulu,Business
984,Yani Tamba,Padang,Individual
985,Cut Tiara Thamrin,Palembang,Individual
986,Ir. Dinda Pratiwi,Semarang,Business
987,Raihan Lailasari,Tangerang,Individual
988,T. Cayadi Lestari,Batam,Individual
989,Bakijan Hakim,Yogyakarta,Individual
990,Luhung Prasetya,Yogyakarta,Individual
991,Karsa Kuswandari,Bekasi,Individual
992,Gamblang Susanti,Tangerang,Individual
993,Reksa Mustofa,Solo,Individual
994,Tina Nugroho,Pekanbaru,Business
995,"Tgk. Asmuni Damanik, S.E.I",Tangerang,Individual
996,R. Vicky Kusumo,Tangerang,Individual
997,"Drs. Zelda Utama, S.Pt",Yogyakarta,Business
998,Tiara Wijayanti,Bandung,Individual
999,Rini Januar,Tangerang,Business
1000,Ilsa Sinaga,Jakarta,Business
1001,Candrakanta Fujiati,Padang,Individual
1002,"Ir. Yosef Laksita, S.Psi",Tangerang,Individual
1003,Nugraha Purwanti,Bekasi,Individual
1004,"Raisa Tamba, S.H.",Surabaya,Individual
1005,"Lanjar Natsir, S.Sos",Palembang,Individual
1006,Uchita Sihombing,Bogor,Individual
1007,Cecep Adriansyah,Jakarta,Business
1008,"Queen Wijaya, M.Farm",Medan,Individual
1009,Cemplunk Suartini,Cirebon,Individual
1010,Yessi Suryatmi,Depok,Individual
1011,Manah Pratiwi,Lampung,Business
1012,Waluyo Mandasari,Pekanbaru,Individual
1013,Gamblang Hutagalung,Malang,Individual
1014,Ganjaran Simanjuntak,Cirebon,Individual
1015,Makara Irawan,Depok,Individual
1016,"Hj. Suci Sitorus, M.M.",Surabaya,Individual
1017,Eman Pranowo,Cirebon,Business
1018,Mustofa Hidayat,Jambi,Individual
1019,Hamima Kurniawan,Medan,Business
1020,"Ade Hardiansyah, S.Sos",Malang,Business
1021,Uchita Andriani,Solo,Business
1022,Tasdik Zulkarnain,Bogor,Individual
1023,Keisha Tampubolon,Palembang,Individual
1024,dr. Baktianto Kuswandari,Bengkulu,Individual
1025,"Drs. Martana Prasetyo, S.E.",Lampung,Business
1026,Belinda Firmansyah,Bandung,Individual
1027,Ayu Simanjuntak,Bekasi,Individual
1028,Ciaobella Hidayanto,Bengkulu,Individual
1029,Ella Waluyo,Bekasi,Individual
1030,Opan Hutagalung,Palembang,Individual
1031,R. Gandi Riyanti,Medan,Individual
1032,Dr. Tiara Dabukke,Padang,Business
1033,Safina Marbun,Lampung,Individual
1034,drg. Endah Habibi,Medan,Business
1035,Gamblang Putra,Bogor,Individual
1036,Hasan Puspasari,Semarang,Business
1037,"Titi Namaga, S.T.",Tangerang,Business
1038,"Eko Salahudin, S.H.",Bandung,Individual
1039,Asirwanda Wijaya,Lampung,Individual
1040,Drs. Zaenab Lestari,Palembang,Individual
1041,Asmadi Tarihoran,Bogor,Business
1042,Irsad Irawan,Yogyakarta,Individual
1043,Yuni Wijayanti,Jambi,Individual
1044,"Limar Kuswandari, S.Kom",Lampung,Individual
1045,Akarsana Putra,Tangerang,Individual
1046,Makuta Siregar,Palembang,Individual
1047,Jasmani Latupono,Depok,Individual
1048,Violet Widodo,Batam,Individual
1049,Nurul Wijayanti,Bengkulu,Individual
1050,Cornelia Yuniar,Semarang,Individual
1051,dr. Cengkal Uwais,Medan,Individual
1052,Kartika Nashiruddin,Cirebon,Business
1053,Aurora Saptono,Malang,Individual
1054,Nadia Saptono,Lampung,Individual
1055,Raihan Santoso,Pekanbaru,Individual
1056,Cut Eka Widiastuti,Cirebon,Business
1057,Bakiadi Winarsih,Jambi,Individual
1058,Yani Namaga,Medan,Individual
1059,Usyi Rahmawati,Jakarta,Business
1060,Kadir Halim,Bandung,Individual
1061,"drg. Yuliana Nurdiyanti, S.Farm",Bengkulu,Business
1062,Ir. Sakti Kusmawati,Malang,Individual
1063,R.A. Nabila Salahudin,Sidoarjo,Individual
1064,Harto Firmansyah,Pekanbaru,Individual
1065,Drs. Umay Maryati,Surabaya,Individual
1066,"Drs. Murti Safitri, S.E.I",Bogor,Individual
1067,Wasis Hassanah,Medan,Individual
1068,Warta Marbun,Cirebon,Business
1069,Respati Nababan,Padang,Individual
1070,Artanto Anggraini,Palembang,Business
1071,Mahmud Fujiati,Solo,Individual
1072,Ridwan Utami,Solo,Individual
1073,Rafid Riyanti,Palembang,Individual
1074,Jamalia Hidayat,Sidoarjo,Individual
1075,Harsanto Puspita,Malang,Individual
1076,Puspa Simbolon,Malang,Individual
1077,"Tgk. Putri Haryanti, S.Ked",Batam,Business
1078,"H. Leo Rahmawati, M.TI.",Bandung,Individual
1079,"dr. Balidin Agustina, S.E.I",Medan,Individual
1080,Kasim Rahmawati,Bandung,Business
1081,Puti Cici Pratiwi,Bogor,Individual
1082,"R. Panji Suwarno, M.Pd",Bogor,Business
1083,Laras Saptono,Semarang,Individual
1084,Safina Laksita,Jakarta,Individual
1085,Ir. Nabila Firgantoro,Cirebon,Individual
1086,Enteng Waskita,Sidoarjo,Business
1087,Lasmanto Sudiati,Palembang,Individual
1088,"Marsito Wacana, S.Gz",Depok,Business
1089,Julia Prakasa,Depok,Business
1090,Panca Kusmawati,Bengkulu,Individual
1091,Kasiyah Damanik,Bogor,Business
1092,Yuliana Sihombing,Bogor,Business
1093,Indah Lestari,Yogyakarta,Individual
1094,"Hj. Cinthia Pradana, S.E.I",Surabaya,Business
1095,Uli Handayani,Padang,Individual
1096,"Tgk. Embuh Agustina, M.Ak",Tangerang,Individual
1097,"Bakidin Nainggolan, M.M.",Bandung,Business
1098,Vino Wasita,Bekasi,Individual
1099,"Nova Maryati, S.I.Kom",Jambi,Individual
1100,"Cut Oliva Manullang, S.Pt",Surabaya,Individual
1101,Titin Mayasari,Bekasi,Individual
1102,Diana Novitasari,Pekanbaru,Individual
1103,Cut Ellis Nababan,Padang,Individual
1104,"R.A. Zalindra Hakim, S.H.",Jambi,Individual
1105,Jaga Hardiansyah,Sidoarjo,Individual
1106,Tiara Napitupulu,Sidoarjo,Business
1107,Kartika Hariyah,Padang,Business
1108,dr. Makara Maheswara,Depok,Business
1109,"Among Permadi, S.I.Kom",Tangerang,Individual
1110,Rina Hassanah,Jakarta,Individual
1111,Yosef Kusmawati,Bandung,Individual
1112,Drs. Kamaria Situmorang,Tangerang,Business
1113,Raihan Rajata,Yogyakarta,Business
1114,"Yance Iswahyudi, S.Pd",Batam,Individual
1115,Harsana Hardiansyah,Palembang,Business
1116,Sabar Pertiwi,Batam,Individual
1117,"Sutan Sabri Prasetya, S.H.",Bekasi,Business
1118,"Danang Santoso, S.Farm",Bekasi,Business
1119,Dt. Saka Zulaika,Yogyakarta,Individual
1120,Jasmani Mustofa,Semarang,Business
1121,"Cawuk Rahimah, S.Ked",Jambi,Individual
1122,Dono Sudiati,Jambi,Individual
1123,"T. Narji Yuniar, S.T.",Bogor,Individual
1124,Keisha Tampubolon,Batam,Individual
1125,Hafshah Pratama,Pekanbaru,Individual
1126,Ilsa Wastuti,Semarang,Individual
1127,Drs. Hasta Padmasari,Surabaya,Individual
1128,Adiarja Melani,Surabaya,Individual
1129,"Saiful Wahyudin, M.Pd",Bogor,Individual
1130,"Legawa Sudiati, S.Pd",Semarang,Individual
1131,Silvia Kurniawan,Depok,Business
1132,Bella Sirait,Bandung,Business
1133,Suci Simbolon,Bengkulu,Individual
1134,"Tgk. Hana Yolanda, S.Pd",Padang,Individual
1135,Cakrawala Maryati,Bengkulu,Business
1136,"Sutan Uda Hakim, M.Ak",Malang,Individual
1137,Salimah Simanjuntak,Depok,Individual
1138,"Cahyono Dongoran, M.Kom.",Bekasi,Individual
1139,Hana Andriani,Jambi,Individual
1140,Kayla Firgantoro,Batam,Individual
1141,Ir. Yulia Nainggolan,Semarang,Business
1142,Tari Prasetya,Malang,Business
1143,"Kasusra Uyainah, M.Kom.",Semarang,Business
1144,"Gatot Mayasari, S.Pd",Yogyakarta,Business
1145,"R. Zaenab Wahyuni, M.Pd",Sidoarjo,Business
1146,Emil Kuswoyo,Yogyakarta,Business
1147,Dian Rajata,Batam,Individual
1148,"Yani Purwanti, S.E.",Solo,Business
1149,"Uda Sitorus, S.Pt",Semarang,Business
1150,Garang Prasetyo,Bengkulu,Individual
1151,"Ina Andriani, S.Psi",Bogor,Individual
1152,Hana Padmasari,Depok,Business
1153,Malika Lazuardi,Bandung,Business
1154,Anastasia Usada,Tangerang,Individual
1155,Ir. Raina Hidayanto,Depok,Individual
1156,Febi Mardhiyah,Cirebon,Individual
1157,Taswir Zulaika,Jambi,Individual
1158,Paris Salahudin,Bengkulu,Individual
1159,Anastasia Maryadi,Cirebon,Individual
1160,Daliono Siregar,Batam,Individual
